0,0.001392,0.000979,-0.003437,2.7089957138,-4.5072401676,-25.6072527427,0.044312,-0.009888,0.004761,1.545164,-0.965924,-23.900157
0.005,0.001001,0.000716,-0.003339,2.5402414976,-4.6048685367,-23.5148378054,0.044481,-0.010778,0.004549,1.542008,-0.982517,-23.819171
0.01,0.000708,0.000775,-0.00324,2.3429957828,-4.7139963939,-21.4055523773,0.045175,-0.009708,0.004471,1.538348,-0.998322,-23.506598
0.015,0.000445,0.000886,-0.003125,2.1463221855,-4.8160167146,-19.2892498168,0.045943,-0.008366,0.004431,1.536234,-1.014993,-23.140776
0.02,0.000205,0.000985,-0.002991,1.9492906306,-4.9140023219,-17.1777234909,0.04668,-0.006946,0.004397,1.536387,-1.032299,-22.746386
0.025,5.00E-06,0.001067,-0.002796,1.7870610867,-4.9803645066,-15.0827846726,0.047358,-0.00546,0.004363,1.539432,-1.051146,-22.337746
0.03,-0.000108,0.001131,-0.002451,1.7258879712,-4.9746248083,-13.0169753863,0.047955,-0.003913,0.004335,1.546214,-1.072163,-21.918946
0.035,-7.40E-05,0.001146,-0.002048,1.6769431988,-4.9611116139,-10.9959768129,0.04846,-0.002302,0.00432,1.556401,-1.096163,-21.484081
0.04,0.000142,0.001108,-0.001677,1.5685099239,-4.9789083738,-9.0344984827,0.048871,-0.000629,0.004319,1.56922,-1.124912,-21.024556
0.045,0.000537,0.001056,-0.001349,1.4009903842,-5.0233807872,-7.1460443533,0.049189,0.001091,0.004332,1.584631,-1.159921,-20.524939
0.05,0.001102,0.001014,-0.001024,1.2182739428,-5.0739894587,-5.3436882183,0.049424,0.002831,0.004376,1.602831,-1.2011,-19.974635
0.055,0.001786,0.000989,-0.00068,1.0665630387,-5.1187496176,-3.6403155997,0.049574,0.00454,0.004462,1.623628,-1.246428,-19.377948
0.06,0.002423,0.000973,-0.000419,0.8735011035,-5.1791801936,-2.0483562587,0.049632,0.006149,0.004588,1.646302,-1.294846,-18.75887
0.065,0.002852,0.000953,-0.000177,0.7212888047,-5.2385514683,-0.5788134497,0.04961,0.007558,0.004748,1.670729,-1.345035,-18.138692
0.07,0.00304,0.000919,1.10E-05,0.561932958,-5.3053874398,0.7584002226,0.049536,0.008746,0.00494,1.696277,-1.395779,-17.532976
0.075,0.003022,0.000855,7.40E-05,0.3043279087,-5.3811113538,1.9549876109,0.049434,0.009732,0.00515,1.721224,-1.446156,-16.949705
0.08,0.002894,0.000779,0.00011,0.0582694651,-5.450938379,3.0042038989,0.049325,0.010541,0.005363,1.745181,-1.495569,-16.391773
0.085,0.002692,0.000688,6.90E-05,-0.237289178,-5.5120997753,3.9011034575,0.04922,0.011198,0.005569,1.766942,-1.54364,-15.861037
0.09,0.002498,0.000605,7.00E-05,-0.4403640467,-5.5656311001,4.6426411461,0.049125,0.011716,0.005756,1.787076,-1.590083,-15.358199
0.095,0.00231,0.000524,4.30E-05,-0.6353828017,-5.6113030113,5.2278103508,0.049048,0.012107,0.005919,1.805005,-1.634836,-14.884138
0.1,0.002147,0.000456,2.00E-05,-0.7797951507,-5.6526051014,5.6576043344,0.048993,0.012376,0.006054,1.820805,-1.677843,-14.439519
0.105,0.00199,0.000394,-6.10E-05,-0.9435594003,-5.6839148129,5.9348203646,0.048962,0.012531,0.006158,1.833661,-1.719134,-14.024651
0.11,0.001891,0.000361,-6.80E-05,-0.9788777196,-5.7184073818,6.0643624787,0.048957,0.012572,0.006227,1.844774,-1.758781,-13.638421
0.115,0.001832,0.000341,-6.40E-05,-0.9626481466,-5.749199582,6.0524460224,0.048976,0.012504,0.006261,1.854135,-1.796818,-13.280681
0.12,0.00178,0.000322,-9.90E-05,-0.9521913436,-5.7670070121,5.9066798033,0.049022,0.012325,0.006265,1.861044,-1.833236,-12.952167
0.125,0.001715,0.000305,-0.000196,-0.9741356678,-5.76733737,5.6359521119,0.049085,0.012047,0.00624,1.864524,-1.867947,-12.65462
0.13,0.001736,0.000342,-0.000178,-0.8390637738,-5.7686718275,5.2504584291,0.049156,0.011706,0.006191,1.866207,-1.900982,-12.38472
0.135,0.001859,0.000431,-0.000155,-0.6784492302,-5.7713616622,4.7606120128,0.049222,0.011355,0.006128,1.865928,-1.93231,-12.138289
0.14,0.002125,0.000589,-0.000106,-0.4614994887,-5.793986971,4.1774318529,0.049276,0.01103,0.006062,1.86437,-1.96208,-11.910956
0.145,0.00248,0.000771,-9.70E-05,-0.2584333118,-5.8497028194,3.5119040978,0.049323,0.010703,0.005995,1.86126,-1.990291,-11.703561
0.15,0.002891,0.000953,-2.80E-05,0.0340942991,-5.9396007078,2.7747413021,0.049373,0.010316,0.00592,1.857595,-2.017065,-11.519085
0.155,0.003269,0.001092,3.70E-05,0.324851188,-6.0441269996,1.9762280061,0.049431,0.009826,0.005837,1.852706,-2.042222,-11.364838
0.16,0.003574,0.001187,8.20E-05,0.5849698208,-6.140143532,1.1262318791,0.049489,0.009231,0.005743,1.845514,-2.065444,-11.245992
0.165,0.003799,0.001244,5.70E-05,0.7539432211,-6.2210382844,0.2341181427,0.049542,0.008559,0.005645,1.834432,-2.08643,-11.165063
0.17,0.004011,0.001297,8.30E-05,0.9848964449,-6.2705412265,-0.6914131896,0.04958,0.007843,0.00554,1.820417,-2.105253,-11.120477
0.175,0.004197,0.001326,1.10E-05,1.110052834,-6.326553437,-1.6424235925,0.049603,0.007108,0.005435,1.802061,-2.121721,-11.115617
0.18,0.004395,0.001355,-2.10E-05,1.3013921414,-6.3728513826,-2.6115792071,0.049608,0.006358,0.005327,1.780715,-2.136216,-11.152559
0.185,0.004597,0.001367,-8.70E-05,1.4706646644,-6.4365231536,-3.5924076211,0.049597,0.005599,0.005221,1.756435,-2.148867,-11.230561
0.19,0.00481,0.001381,-0.000103,1.7182599876,-6.4955536286,-4.5785319506,0.049567,0.004838,0.005112,1.730691,-2.159723,-11.345492
0.195,0.005022,0.001378,-0.000188,1.9020220444,-6.5975357173,-5.5648823852,0.04952,0.00408,0.005007,1.702881,-2.168371,-11.491549
0.2,0.005225,0.00136,-0.000168,2.225937446,-6.6679791265,-6.5447384961,0.049449,0.003292,0.004899,1.67553,-2.175108,-11.661573
0.205,0.005427,0.001305,-0.000198,2.492044423,-6.7798823584,-7.5140597304,0.04936,0.002494,0.004797,1.64788,-2.179076,-11.84806
0.21,0.005617,0.001247,-0.000168,2.8262021684,-6.8859439426,-8.4664384532,0.049253,0.001695,0.004705,1.621014,-2.179287,-12.046877
0.215,0.005792,0.001184,-7.80E-05,3.2147904372,-6.9801943796,-9.3961093679,0.049127,0.000898,0.004625,1.595848,-2.175478,-12.255321
0.22,0.005949,0.001114,3.60E-05,3.613753887,-7.0737444732,-10.2977617371,0.048981,0.000112,0.004556,1.572805,-2.167536,-12.469246
0.225,0.006079,0.001037,0.000193,4.0574481285,-7.1394587428,-11.1646034238,0.048814,-0.000665,0.004493,1.552912,-2.155561,-12.687987
0.23,0.006279,0.000975,0.000342,4.5010135602,-7.1707456365,-11.9906572276,0.048649,-0.000971,0.004557,1.572689,-2.129531,-13.025529
0.235,0.006595,0.00093,0.000447,4.8952596072,-7.1703624386,-12.7705205092,0.048533,-0.000914,0.004789,1.636445,-2.098611,-13.543031
0.24,0.006929,0.000877,0.000534,5.2409521933,-7.1464056996,-13.4987520426,0.048444,-0.000916,0.00503,1.710501,-2.082638,-14.108491
